0,1.694957979
0.004,1.743239844
0.008,1.723521467
0.012,1.739298909
0.016,1.749066036
0.02,1.740486148
0.024,1.755598719
0.028,1.72574862
0.032,1.737102475
0.036,1.703892926
0.04,1.718814267
0.044,1.734247537
0.048,1.75205751
0.052,1.776305354
0.056,1.757367886
0.06,1.791832242
0.064,1.803137683
0.068,1.769291111
0.072,1.764755752
0.076,1.747229485
0.08,1.756714855
0.084,1.769604911
0.088,1.715866846
0.092,1.736568574
0.096,1.755119912
0.1,1.759784983
0.104,1.795501227
0.108,1.791989387
0.112,1.775111974
0.116,1.754018847
0.12,1.77835547
0.124,1.749746588
0.128,1.720599339
0.132,1.761585479
0.136,1.732850808
0.14,1.709760713
0.144,1.732097068
0.148,1.738558622
0.152,1.765172695
0.156,1.761843765
0.16,1.766242141
0.164,1.779489379
0.168,1.758941235
0.172,1.755828589
0.176,1.717214915
0.18,1.702121937
0.184,1.709099739
0.188,1.707160264
0.192,1.735616121
0.196,1.729608863
0.2,1.743986482
0.204,1.766149003
0.208,1.719156231
0.212,1.775004463
0.216,1.723249398
0.22,1.757327325
0.224,1.758016379
0.228,1.691100312
0.232,1.725582811
0.236,1.67790336
0.24,1.704597455
0.244,1.722818181
0.248,1.719033689
0.252,1.722447589
0.256,1.727329519
0.26,1.759571064
0.264,1.749594501
0.268,1.716962703
0.272,1.747340168
0.276,1.716265886
0.28,1.713668398
0.284,1.704415366
0.288,1.701669829
0.292,1.714456124
0.296,1.701565457
0.3,1.718206045
0.304,1.756195755
0.308,1.713927843
0.312,1.732048368
0.316,1.714978686
0.32,1.731200355
0.324,1.742640169
0.328,1.676840616
0.332,1.70285692
0.336,1.65812858
0.34,1.681366183
0.344,1.701335332
0.348,1.690776076
0.352,1.724723649
0.356,1.697476151
0.36,1.732759229
0.364,1.726227773
0.368,1.695866929
0.372,1.711711401
0.376,1.671840258
0.38,1.703235576
0.384,1.685814101
0.388,1.677287321
0.392,1.703846567
0.396,1.658709138
0.4,1.707639859
0.404,1.730358235
0.408,1.710947709
0.412,1.732319418
0.416,1.686524222
0.42,1.706326977
0.424,1.702624978
0.428,1.663866447
0.432,1.673086677
0.436,1.661804999
0.44,1.688612141
0.444,1.670469801
0.448,1.679977948
0.452,1.697247753
0.456,1.689593341
0.46,1.7087025
0.464,1.743398257
0.468,1.700577945
0.472,1.694836522
0.476,1.664733213
0.48,1.656899698
0.484,1.666125333
0.488,1.67250008
0.492,1.688669156
0.496,1.661657121
0.5,1.672236291
0.504,1.689267519
0.508,1.688036614
0.512,1.723027155
0.516,1.706792357
0.52,1.691206728
0.524,1.676066797
0.528,1.637460983
0.532,1.664019334
0.536,1.63526667
0.54,1.664189564
0.544,1.650411822
0.548,1.66653614
0.552,1.682242969
0.556,1.654531944
0.56,1.679818491
0.564,1.701663667
0.568,1.65461884
0.572,1.683789174
0.576,1.626412275
0.58,1.649692712
0.584,1.636216115
0.588,1.629827008
0.592,1.649330499
0.596,1.619170923
0.6,1.658539671
0.604,1.673204909
0.608,1.669238381
0.612,1.713528351
0.616,1.659096749
0.62,1.671451693
0.624,1.704147309
0.628,1.681401851
0.632,1.691043045
0.636,1.659923143
0.64,1.690343463
0.644,1.681149327
0.648,1.692661248
0.652,1.716950867
0.656,1.716042091
0.66,1.724701396
0.664,1.737611212
0.668,1.74054164
0.672,1.739487634
0.676,1.726028762
0.68,1.716133377
0.684,1.734624833
0.688,1.728501284
0.692,1.732969715
0.696,1.742200223
0.7,1.750557629
0.704,1.780139303
0.708,1.759694165
0.712,1.803480669
0.716,1.798114793
0.72,1.770657488
0.724,1.792212383
0.728,1.768169456
0.732,1.782445428
0.736,1.760610281
0.74,1.774701006
0.744,1.77198011
0.748,1.772609459
0.752,1.785274209
0.756,1.779709564
0.76,1.797966551
0.764,1.806255953
0.768,1.772668301
0.772,1.799252698
0.776,1.760370075
0.78,1.758782742
0.784,1.769016383
0.788,1.734266586
