0.000000E+00	9.971815E-01
4.000000E-03	1.010831E+00
8.000000E-03	1.010794E+00
1.200000E-02	1.010883E+00
1.600000E-02	1.002012E+00
2.000000E-02	1.003185E+00
2.400000E-02	1.005669E+00
2.800000E-02	1.004250E+00
3.200000E-02	1.007697E+00
3.600000E-02	1.003419E+00
4.000000E-02	9.995942E-01
4.400000E-02	1.010167E+00
4.800000E-02	1.011576E+00
5.200000E-02	1.011126E+00
5.600000E-02	1.008905E+00
6.000000E-02	1.022000E+00
6.400000E-02	1.021767E+00
6.800000E-02	1.014519E+00
7.200000E-02	1.021973E+00
7.600000E-02	1.007837E+00
8.000000E-02	1.006553E+00
8.400000E-02	1.006482E+00
8.800000E-02	1.009183E+00
9.200000E-02	1.011953E+00
9.600000E-02	1.005109E+00
1.000000E-01	1.021570E+00
1.040000E-01	1.018670E+00
1.080000E-01	1.015757E+00
1.120000E-01	1.019924E+00
1.160000E-01	1.023570E+00
1.200000E-01	1.017965E+00
1.240000E-01	1.016188E+00
1.280000E-01	1.013675E+00
1.320000E-01	1.014637E+00
1.360000E-01	1.009300E+00
1.400000E-01	1.009969E+00
1.440000E-01	1.022004E+00
1.480000E-01	1.019987E+00
1.520000E-01	1.022515E+00
1.560000E-01	1.017738E+00
1.600000E-01	1.023596E+00
1.640000E-01	1.028297E+00
1.680000E-01	1.024519E+00
1.720000E-01	1.018951E+00
1.760000E-01	1.013850E+00
1.800000E-01	1.018603E+00
1.840000E-01	1.009967E+00
1.880000E-01	1.004241E+00
1.920000E-01	1.007633E+00
1.960000E-01	1.009143E+00
2.000000E-01	1.010975E+00
2.040000E-01	1.025808E+00
2.080000E-01	1.012601E+00
2.120000E-01	1.015933E+00
2.160000E-01	1.019420E+00
2.200000E-01	1.018488E+00
2.240000E-01	1.014524E+00
2.280000E-01	1.008293E+00
2.320000E-01	1.013782E+00
2.360000E-01	1.003073E+00
2.400000E-01	1.001714E+00
2.440000E-01	1.012893E+00
2.480000E-01	1.009194E+00
2.520000E-01	1.018018E+00
2.560000E-01	1.007177E+00
2.600000E-01	1.016296E+00
2.640000E-01	1.022392E+00
2.680000E-01	1.014636E+00
2.720000E-01	1.008637E+00
2.760000E-01	1.003536E+00
2.800000E-01	1.008503E+00
2.840000E-01	1.001640E+00
2.880000E-01	1.004321E+00
2.920000E-01	1.009749E+00
2.960000E-01	9.998382E-01
3.000000E-01	1.005274E+00
3.040000E-01	1.010076E+00
3.080000E-01	1.017027E+00
3.120000E-01	1.010555E+00
3.160000E-01	1.012973E+00
3.200000E-01	1.010200E+00
3.240000E-01	1.007956E+00
3.280000E-01	1.010288E+00
3.320000E-01	1.009056E+00
3.360000E-01	1.004027E+00
3.400000E-01	1.006215E+00
3.440000E-01	1.003924E+00
3.480000E-01	1.006829E+00
3.520000E-01	1.014481E+00
3.560000E-01	1.009957E+00
3.600000E-01	1.011825E+00
3.640000E-01	1.015117E+00
