0,1.684856232
0.004,1.720753353
0.008,1.733417838
0.012,1.749165724
0.016,1.727507074
0.02,1.760259702
0.024,1.741869566
0.028,1.721123349
0.032,1.725246122
0.036,1.743975261
0.04,1.75197977
0.044,1.762158102
0.048,1.747375503
0.052,1.75477086
0.056,1.770204423
0.06,1.765792578
0.064,1.772043242
0.068,1.765963927
0.072,1.750153537
0.076,1.75032921
0.08,1.741634546
0.084,1.741433278
0.088,1.714126707
0.092,1.745742041
0.096,1.708104649
0.1,1.731998923
0.104,1.738466644
0.108,1.752501407
0.112,1.740647045
0.116,1.73235006
0.12,1.731707919
0.124,1.753426624
0.128,1.726642123
0.132,1.712956328
0.136,1.712749956
0.14,1.697240758
0.144,1.722773738
0.148,1.716898818
0.152,1.71515882
0.156,1.711270967
0.16,1.748646096
0.164,1.732355695
0.168,1.741759673
0.172,1.712131636
0.176,1.724293766
0.18,1.709623662
0.184,1.724175857
0.188,1.68897451
0.192,1.695843544
0.196,1.698562579
0.2,1.687880999
0.204,1.720083938
0.208,1.696771356
0.212,1.719396681
0.216,1.722435588
0.22,1.716919221
0.224,1.703514562
0.228,1.680973088
0.232,1.661302145
0.236,1.671814453
0.24,1.666632762
0.244,1.70102737
0.248,1.68956368
0.252,1.714858967
0.256,1.675243769
0.26,1.690840844
0.264,1.717729236
0.268,1.692525354
0.272,1.697872586
0.276,1.692065188
0.28,1.65904494
0.284,1.668729025
0.288,1.643423091
0.292,1.662820691
0.296,1.663808898
0.3,1.664068445
0.304,1.692435682
0.308,1.689728239
0.312,1.693327837
0.316,1.692064134
0.32,1.683372988
0.324,1.674301566
0.328,1.645168131
0.332,1.656561261
0.336,1.633708244
0.34,1.6333218
0.344,1.630820368
0.348,1.658547044
0.352,1.64880256
0.356,1.638272223
0.36,1.66704401
0.364,1.679928546
0.368,1.663203381
0.372,1.694249423
0.376,1.657547675
0.38,1.653581878
0.384,1.685024663
0.388,1.681974483
0.392,1.702785734
0.396,1.699385621
0.4,1.691670984
0.404,1.719128042
0.408,1.761113159
0.412,1.764836423
0.416,1.74088957
0.42,1.745042891
0.424,1.75680064
0.428,1.761888203
0.432,1.770461929
0.436,1.731908691
0.44,1.750341822
0.444,1.762171295
0.448,1.74544828
0.452,1.796581615
0.456,1.760437832
0.46,1.797001181
0.464,1.818085281
0.468,1.777970004
0.472,1.797048094
0.476,1.772294922
0.48,1.751851509
0.484,1.752361688
0.488,1.712127777
0.492,1.745962648
0.496,1.72793345
0.5,1.769174706
0.504,1.748644854
0.508,1.778357292
0.512,1.785583716
0.516,1.744942663
0.52,1.73412405
0.524,1.740879632
0.528,1.709329967
0.532,1.738394984
0.536,1.703720832
0.54,1.72107488
0.544,1.71757135
0.548,1.725851479
0.552,1.723873284
0.556,1.734764327
0.56,1.760567654
0.564,1.753729272
0.568,1.736246082
0.572,1.741362307
0.576,1.7111753
0.58,1.72666419
0.584,1.725417037
0.588,1.716515463
0.592,1.725711623
0.596,1.721183206
0.6,1.6975287
0.604,1.716356254
0.608,1.734721125
0.612,1.746383967
0.616,1.725084921
0.62,1.716225014
0.624,1.722543205
0.628,1.699541523
0.632,1.677743907
0.636,1.658676908
0.64,1.66128382
0.644,1.709991599
0.648,1.703580215
0.652,1.697759788
0.656,1.702745319
0.66,1.725367329
0.664,1.730715254
0.668,1.721000204
0.672,1.718484946
0.676,1.695419494
0.68,1.671830779
0.684,1.665610435
0.688,1.649571014
0.692,1.683589732
0.696,1.670736914
0.7,1.689272299
0.704,1.725710389
0.708,1.700483168
0.712,1.708193827
0.716,1.697297839
0.72,1.697302232
0.724,1.699405321
0.728,1.63571995
0.732,1.642076637
0.736,1.614807535
0.74,1.620972996
0.744,1.644113614
0.748,1.664224982
0.752,1.657207972
0.756,1.646297142
0.76,1.686160976
0.764,1.699988799
0.768,1.695136435
0.772,1.68184916
0.776,1.665543043
0.78,1.652525005
0.784,1.693456368
0.788,1.680598467
0.792,1.677572779
0.796,1.714279991
0.8,1.711059598
0.804,1.745056621
0.808,1.752008596
0.812,1.75440279
0.816,1.775250586
0.82,1.784716117
0.824,1.78232122
0.828,1.747911901
0.832,1.759816921
0.836,1.758368943
0.84,1.751228536
0.844,1.787437733
0.848,1.758380827
0.852,1.790758593
0.856,1.775602363
0.86,1.807769636
0.864,1.811885921
0.868,1.800174942
0.872,1.799985491
0.876,1.756783224
0.88,1.770267547
0.884,1.763203015
0.888,1.744882484
0.892,1.735815222
0.896,1.730619099
0.9,1.771848365
0.904,1.752979835
0.908,1.783983086
0.912,1.786114361
0.916,1.75690875
0.92,1.745454485
0.924,1.746752783
0.928,1.726397032
0.932,1.7227718
0.936,1.694974528
0.94,1.719935339
0.944,1.744585523
0.948,1.740840566
0.952,1.764040596
0.956,1.750076448
0.96,1.767232211
0.964,1.747215932
0.968,1.743021073
0.972,1.758831679
0.976,1.708919523
0.98,1.715618111
0.984,1.722836381
0.988,1.699508206
0.992,1.709934436
0.996,1.68547427
1,1.740160399
1.004,1.722837041
1.008,1.745963036
1.012,1.749695969
1.016,1.736931873
1.02,1.739802659
1.024,1.710064831
1.028,1.704633698
1.032,1.696960172
1.036,1.686292446
1.04,1.677470314
1.044,1.719853301
1.048,1.692416367
1.052,1.736535999
1.056,1.721682792
1.06,1.720830302
1.064,1.731942463
1.068,1.713706531
1.072,1.714728779
1.076,1.695766875
1.08,1.678570365
1.084,1.665723478
1.088,1.656602101
1.092,1.675410174
1.096,1.66689255
1.1,1.701135809
1.104,1.683895226
1.108,1.701410452
1.112,1.722442196
1.116,1.670031789
1.12,1.67316661
1.124,1.662748127
1.128,1.639534191
1.132,1.633583592
1.136,1.61846624
1.14,1.652196549
1.144,1.64856182
1.148,1.646034233
1.152,1.68931586
1.156,1.668438634
1.16,1.663284274
1.164,1.685586138
1.168,1.679538344
1.172,1.69147028
1.176,1.655243664
1.18,1.68209161
1.184,1.66510241
1.188,1.662242079
1.192,1.680500756
1.196,1.70211415
1.2,1.715652941
1.204,1.763727417
1.208,1.745631133
1.212,1.764883445
1.216,1.751785403
1.22,1.755200995
1.224,1.770375434
1.228,1.741084319
1.232,1.764727068
1.236,1.758508217
1.24,1.767592915
1.244,1.761432518
1.248,1.777448602
1.252,1.788300426
1.256,1.805075509
1.26,1.808023457
1.264,1.828605772
1.268,1.789961128
1.272,1.807425029
1.276,1.759792002
1.28,1.742389613
1.284,1.775100933
1.288,1.721736183
1.292,1.741449386
1.296,1.723285194
1.3,1.730862954
1.304,1.762492746
1.308,1.754678177
1.312,1.761277796
1.316,1.746410273
1.32,1.764828924
1.324,1.753343093
1.328,1.737680346
1.332,1.706805497
1.336,1.713016305
1.34,1.731309927
1.344,1.709735933
1.348,1.709495634
1.352,1.765715282
1.356,1.747157405
1.36,1.749986905
1.364,1.751134188
1.368,1.724403395
1.372,1.735200563
1.376,1.73853114
1.38,1.70547258
1.384,1.726535691
1.388,1.686719521
1.392,1.703886559
1.396,1.703315524
1.4,1.734317408
1.404,1.752016272
1.408,1.742428482
